ccode;oldctbank;newctbank;csname;cnamer;oldcopf;newcopf;cregnum;oldcregnr;newcregnr;cdreg;lic;strcuraddr;ogrn
450 050 768;;;"АО ""Эм-Ю-Эф-Джи Банк (Евразия)""";ЭМ-Ю-ЭФ-ДЖИ БАНК (ЕВРАЗИЯ);АО;НПАО;3 465;;;29.05.2006;;125009, г. Москва, Романов переулок, д. 4, стр. 2;1067711004492
920 000 027;;;"АКБ ""Энергобанк"" (АО)";ЭНЕРГОБАНК;АО;НПАО;67;;;30.10.1991;;420111, Республика Татарстан,  г.Казань, ул.Пушкина, д.13/52;1021600000289
400 000 043;;;"ПАО ""Энергомашбанк""";ЭНЕРГОМАШБАНК;ПАО;ПАО;52;;;03.12.1991;ОТЗ;197110, Российская Федерация, г. Санкт-Петербург, ул. Петрозаводская, д. 11, лит. А.;1027800001261
270 000 004;;;"КБ ""ЭНЕРГОТРАНСБАНК"" (АО)";ЭНЕРГОТРАНСБАНК;АО;НПАО;1 307;;;27.12.1990;;"236016, г. Калининград,  ул. Клиническая , д.83""А""";1023900000080
450 000 637;;;"ООО КБ ""ЭРГОБАНК""";ЭРГОБАНК;ООО;ООО (Паевое);2 856;;;17.05.1994;ОТЗ;109012  г. Москва, Старопанский переулок, дом. 4, строения 1,2;1027739371956
450 000 891;;;Эс-Би-Ай Банк ООО;ЭС-БИ-АЙ БАНК;ООО;ООО (Паевое);3 185;;;26.12.1994;;125315, г. Москва, Ленинградский проспект, дом 72, корпус 3;1037739028678
820 000 020;;;"ООО ""ЭСИДБАНК""";ЭСИДБАНК;ООО;ООО (Паевое);1 991;;;29.07.1992;ОТЗ;367000, Республика Дагестан, г. Махачкала, ул. Коркмасова, 45;1020500000058
450 050 374;;;"ООО ""Ю Би Эс Банк""";Ю БИ ЭС БАНК;ООО;ООО (Паевое);3 463;;;09.03.2006;;115054, г. Москва, Павелецкая пл., д. 2, стр. 2;1067711001863
30 000 003;;;ЮГ-Инвестбанк (ПАО);ЮГ-ИНВЕСТБАНК;ПАО;ПАО;2 772;;;05.04.1994;;350000, г. Краснодар, ул. Красная, 113;1022300001811
710 000 029;;;"ПАО БАНК ""ЮГРА""";ЮГРА;ПАО;ПАО;880;;;22.11.1990;ОТЗ;101000, г. Москва, Лубянский проезд, д. 27/1, строение 1;1028600001770
512 007 244;НКО;Расчетная НКО;"ООО НКО ""ЮМани""";ЮМани;ООО;ООО (Паевое);3 510;-К;-К;02.08.2012;;115035, город Москва, Садовническая улица, дом 82, строение 2;1127711000031
30 003 342;;;"ООО ""ЮМК банк""";ЮМК БАНК;ООО;ООО (Паевое);3 495;;;12.05.2009;ОТЗ;350080, г. Краснодар, ул. Уральская, 95;1172375051936
450 000 514;;;"ОАО ""ЮНИКОРБАНК""";ЮНИКОР;ОАО;ОАО (АО);2 586;;;25.11.1993;ОТЗ;129515, г. Москва, ул. 1-я Останкинская, д. 26;1027700035835
450 000 005;;;АО ЮниКредит Банк;ЮНИКРЕДИТ БАНК;АО;НПАО;1;;;15.11.1991;;119034,  г. Москва, Пречистенская набережная, д.9;1027739082106
450 051 666;;;"АО КБ ""ЮНИСТРИМ""";ЮНИСТРИМ;АО;НПАО;3 467;;;31.05.2006;;127083, г. Москва, ул. Верхняя Масловка, д. 20, стр. 2;1067711004437
512 059 428;НКО;Расчетная НКО;"РНКО ""Юнона Финанс"" (ООО)";ЮНОНА ФИНАНС;ООО;ООО (Паевое);3 549;-К;-К;24.04.2024;;127015, Российская Федерация, город Москва, улица Бутырская, дом 76, строение 1;1247700338049
512 056 494;НКО;Расчетная НКО;"ООО РНКО ""ЮСиЭс""";ЮСИЭС;ООО;ООО (Паевое);3 541;-К;-К;12.11.2021;АНН;117449, г. Москва, ул. Новочерёмушкинская, д.10;1217700542344
450 000 804;;;"АО ""Яндекс Банк""";ЯНДЕКС;АО;НПАО;3 027;;;04.08.1994;;115035, г. Москва, ул. Садовническая, д. 82 стр. 2;1077711000091
780 000 008;;;"ИКБР ""ЯРИНТЕРБАНК"" (ООО)";ЯРИНТЕРБАНК;ООО;ООО (Паевое);2 564;;;01.11.1993;;150000, г.Ярославль, ул.Собинова, д.30;1027600000075
